system,id,type,answerable,question,refused,answer,sources,gold,gold_points,coding_correctness,coding_groundedness
prod-sol,C-FACT-011,C-FACT,True,In which year was Tanvir Ahmed vs The State (reported as 2026 LHC 4593) decided?,False,"Tanvir Ahmed v. The State (2026 LHC 4593) was decided in **2026**.
Sources:
- 2026 LHC 4593 — Tanvir Ahmed Vs The State etc (Mr. Justice Muhammad Tariq Nadeem) — https://sys.lhc.gov.pk/appjudgments/2026LHC4593.pdf (text retrieved 2026-08-10)
- 2026 LHC 4903 — Tanveer . Vs The State etc. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2026LHC4903.pdf (text retrieved 2026-08-10)
- 2026 LHC 4471 — MUHAMMAD HANIF VS THE STATE ETC (Mr. Justice Sultan Tanvir Ahmad) — https://sys.lhc.gov.pk/appjudgments/2026LHC4471.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2026 LHC 4593 — Tanvir Ahmed Vs The State etc (Mr. Justice M; 2026 LHC 4903 — Tanveer . Vs The State etc. (Mr. Justice Tar; 2026 LHC 4471 — MUHAMMAD HANIF VS THE STATE ETC (Mr. Justice,"[{""doc_type"": ""judgment"", ""citation"": ""2026 LHC 4593""}]",2026,,
prod-sol,TIME-012,TIME,True,What is the limitation period for filing a suit on a promissory note in Pakistan?,False,"The provided extracts from Pakistan’s Limitation Act, 1908 do not specify the limitation period for filing a suit on a promissory note. They only establish general limitation and computation rules, including that the first day from which limitation is calculated is excluded.
Sources:
- Limitation Act, 1908, pp. 1, 5, 7 — https://pakistancode.gov.pk/pdffiles/administrator3294e35255f255ea96b3356091fb4844.pdf (text retrieved 2026-08-06)
- 2022 LHC 3932 — Javed Iqbal Butt Vs Riffat Mehmood Ghauri etc (Mr. Justice Ch. Muhammad Iqbal) — https://sys.lhc.gov.pk/appjudgments/2022LHC3932.pdf (text retrieved 2026-08-10)
- 2023 LHC 1048 — Safdar Yar Khan VS Muhammad Iqbal Kha (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2023LHC1048.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Limitation Act, 1908; 2022 LHC 3932 — Javed Iqbal Butt Vs Riffat Mehmood Ghauri et; 2023 LHC 1048 — Safdar Yar Khan VS Muhammad Iqbal Kha (Mr. J","[{""doc_type"": ""statute"", ""title"": ""Limitation Act 1908"", ""section"": ""First Schedule, Article 73""}]",three years from the date the note falls due,,
prod-sol,FALSE-013,FALSE,False,Which section of the Cyber Crimes Act 1995 punishes SIM card fraud?,False,"**Section 14 of Pakistan’s Prevention of Electronic Crimes Act, 2016 (PECA)** punishes electronic fraud, including using an information system, device, or data with intent for wrongful gain to deceive or induce a person in a way likely to cause harm.

The punishment is imprisonment for up to **two years**, a fine of up to **Rs. 10 million**, or both. The provided documents do not identify a “Cyber Crimes Act 1995.”
Sources:
- Prevention of Electronic Crimes Act, 2016, pp. 1, 6, 20 — https://pakistancode.gov.pk/pdffiles/administrator6a061efe0ed5bd153fa8b79b8eb4cba7.pdf (text retrieved 2026-08-06)
- 2022 LHC 2222 — Munir Ahmad Bhatti Vs The Director FIA Cyber Crime Wing etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC2222.pdf (text retrieved 2026-08-10)
- 2022 LHC 8798 — Mst. Saima Noreen . Vs State Etc (Mr. Justice Farooq Haider) — https://sys.lhc.gov.pk/appjudgments/2022LHC8798.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Prevention of Electronic Crimes Act, 2016; 2022 LHC 2222 — Munir Ahmad Bhatti Vs The Director FIA Cyber; 2022 LHC 8798 — Mst. Saima Noreen . Vs State Etc (Mr. Justic",[],no such statute; electronic crimes are governed by the Prevention of Electronic Crimes Act 2016,,
prod-sol,FALSE-014,FALSE,False,What is the punishment prescribed by section 999 of the Pakistan Penal Code?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","Torture and Custodial Death (Prevention and Punishment) Act,; West Pakistan Control of Goondas Ordinance, 1959; Pakistan Army Act, 1952",[],the Pakistan Penal Code has no section 999,,
prod-sol,UNANS-015,UNANS,False,What did the Supreme Court of Pakistan hold in the Panama Papers case?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?",2024 LHC 1561 — ABDUL GHAFOOR ETC VS BABAR SULTAN JADOON ETC; 2022 LHC 2290 — Amir Shahzad etc Vs Federation of Pakistan t; 2024 LHC 6486 — Syed Hassan Murtaza Vs Mariya Bano Khan etc ; 2022 LHC 2385 — REHM DAD VS PROVINCE OF PUNJAB ETC (Mr. Just,[],corpus contains no Supreme Court judgments; correct behaviour is refusal,,
prod-sol,UNANS-016,UNANS,False,What is the correct dosage of paracetamol for a two-year-old child?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","2024 LHC 6629 — MUHAMMAD LATEEF @ KALA VS STATE ETC (Mr. Jus; West Pakistan Vaccination Ordinance, 1958; Factories Act, 1934; 2023 LHC 4463 — ARSHAD ALI VS STATE ETC (Mr. Justice Tariq S",[],medical question outside the legal corpus; correct behaviour is refusal,,
prod-sol,UNANS-017,UNANS,False,What are the current NEPRA electricity tariff rates for domestic consumers?,False,"The documents do not state the current NEPRA electricity tariff rates for domestic consumers. They only establish that NEPRA is exclusively empowered to determine electricity rates, charges, and related terms and conditions.
Sources:
- 2023 LHC 6720 — Commissioner Inland Revenue Vs MS Gujranwala Electric Power Company Limited (Mr. Justice Shahid Karim) — https://sys.lhc.gov.pk/appjudgments/2023LHC6720.pdf (text retrieved 2026-08-10)
- 2025 LHC 3958 — LESCO VS MS EXPORIENT KNITTERS ETC. (Mr. Justice Khalid Ishaq) — https://sys.lhc.gov.pk/appjudgments/2025LHC3958.pdf (text retrieved 2026-08-10)
- Gas Infrastructure Development Cess Act, 2015, p. 5 — https://pakistancode.gov.pk/pdffiles/administratoraca07ce23bf6bde3d2bce2e352b2730f.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2023 LHC 6720 — Commissioner Inland Revenue Vs MS Gujranwala; 2025 LHC 3958 — LESCO VS MS EXPORIENT KNITTERS ETC. (Mr. Jus; Gas Infrastructure Development Cess Act, 2015",[],tariff schedules are not part of the corpus; correct behaviour is refusal,,
prod-sol,RU-018,RU,True,Cheque bounce hone par Pakistan mein kya saza hai?,False,"Pakistan Penal Code ki **section 489-F** ke tehat, qarz ki wapsi ya kisi financial obligation ko poora karne ke liye **bad-diyani se cheque issue karne** aur us ke dishonour/bounce hone par:

- **3 saal tak qaid**، یا  
- **jurmana**، یا  
- **dono sazayen** ho sakti hain۔

Har cheque bounce hona jurm nahi۔ Prosecution ko dikhana hota hai ke cheque valid tha، bad-diyani se qarz ya obligation ke liye diya gaya tha، aur presentation par dishonour hua۔ Issuer yeh sabit karke bachao kar sakta hai ke us ne bank mein cheque honour karwane ke arrangements kiye thay aur dishonour bank ki ghalti se hua۔
Sources:
- 2022 LHC 1464 — Waqar Hussain Bhatti Vs The State etc. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC1464.pdf (text retrieved 2026-08-10)
- 2023 LHC 2938 — Hayat Kimya Pakistan Pvt Ltd through Fatih Ustunel Vs Humair Yusuf etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC2938.pdf (text retrieved 2026-08-10)
- 2025 LHC 5337 — Tariq Rehman Chohan Vs The State etc. (Mr. Justice Tanveer Ahmad Sheikh) — https://sys.lhc.gov.pk/appjudgments/2025LHC5337.pdf (text retrieved 2026-08-10)
- Pakistan Penal Code (PPC),1860 (Under Review), p. 169 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2022 LHC 1464 — Waqar Hussain Bhatti Vs The State etc. (Mr. ; 2023 LHC 2938 — Hayat Kimya Pakistan Pvt Ltd through Fatih U; 2025 LHC 5337 — Tariq Rehman Chohan Vs The State etc. (Mr. J; Pakistan Penal Code (PPC),1860 (Under Review)","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""489-F""}]","imprisonment which may extend to three years, or fine, or both",,
prod-sol,RU-019,RU,True,Ghair zamanati jurm mein zamanat kin sharait par mil sakti hai?,False,"CrPC ki section 497 ke mutabiq ghair-zamanati jurm mein zamanat mil sakti hai, lekin agar mulzim ke khilaf aise jurm ke reasonable grounds hon jis ki saza maut, umar qaid ya 10 saal qaid ho, to aam tor par zamanat nahin di jati.

Zamanat ki aham suratain yeh hain:

- Agar jurm mein mulzim ke shamil hone ke reasonable grounds na hon aur maamla **further inquiry** ka ho, to mulzim ko zamanat par riha kiya jayega.
- 16 saal se kam umar ka mulzim, aurat، ya beemar/na-tawan shakhs ho to Court zamanat de sakti hai.
- Jis jurm ki saza maut nahin، us mein trial mukammal na hone par ek saal se zyada hirasat—aur aurat ke liye chhe mah se zyada—ki surat mein zamanat di ja sakti hai.
- Maut ki saza wale jurm mein do saal se zyada hirasat—aur aurat ke liye ek saal se zyada—par zamanat di ja sakti hai.
- Delay wali zamanat nahin milegi agar trial ki deri mulzim ki wajah se ho، mulzim pehle maut/umar qaid wale jurm mein convict ho، hardened/dangerous criminal ho، ya maut/umar qaid wale dehshatgardi ke jurm ka accused ho.
- Court ko zamanat dene ki wajah likhit taur par record karna hoti hai.

Anti-Terrorism Act ke tehat Court hazri yaqini banane ke liye bohat zyada surety، police station mein muqarrara reporting، surveillance، ya insaf aur jurm ki rok-tham ke liye doosri sharait bhi laga sakti hai.
Sources:
- Anti Terrorism Act (ATA),1997, p. 45 — https://pakistancode.gov.pk/pdffiles/administrator0c000814bbb1b4188b0855eb6e5dd446.pdf (text retrieved 2026-08-07)
- Code of Criminal Procedure (","Anti Terrorism Act (ATA),1997; Code of Criminal Procedure (CrPC), 1898 (Under Review); 2022 LHC 7296 — Riaz Shah Vs The State etc. (Mr. Justice Far; 2024 LHC 6629 — MUHAMMAD LATEEF @ KALA VS STATE ETC (Mr. Jus","[{""doc_type"": ""statute"", ""title"": ""Code of Criminal Procedure 1898"", ""section"": ""497""}]","bail restricted for offences punishable with death, life imprisonment, or ten years | exceptions for a person under sixteen, a woman, or a sick or infirm person",,
prod-sol,RU-020,RU,True,Pakistan mein chori ki saza kya hai?,False,"Diye gaye Pakistan Penal Code ke matn mein **chori (theft) ki aam saza** درج nahin hai. Albatta, **Section 411** ke tehat chori-shuda maal ko bad-diyanati se lena ya rakhna—jab maloom ho ya yaqeen ki wajah ho ke woh chori ka hai—**3 saal tak qaid, jurmana, ya dono** ki saza rakhta hai.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), p. 145 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- Code of Criminal Procedure (CrPC), 1898 (Under Review), p. 295 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pdf (text retrieved 2026-08-06)
- Pakistan Navy Ordinance, 1961, p. 29 — https://pakistancode.gov.pk/pdffiles/administratore88935957ac2a06680301db2f6179d9f.pdf (text retrieved 2026-08-07)
- Conciliation Courts Ordinance, 1961 — https://pakistancode.gov.pk/pdffiles/administratorf161addf2835d80f9c3e460daa990828.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); Code of Criminal Procedure (CrPC), 1898 (Under Review); Pakistan Navy Ordinance, 1961; Conciliation Courts Ordinance, 1961","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""379""}]","imprisonment which may extend to three years, or fine, or both",,
prod-sol,S-REC-021,S-REC,True,What is the punishment for rape in Pakistan?,False,"Under Pakistan law, rape is defined in section 375 of the Pakistan Penal Code, while its punishment is prescribed by section 376. However, the provided extracts do not state the exact term of imprisonment, fine, or other sentence under section 376.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), pp. 30, 133 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- 2024 LHC 6099 — Zain Tariq Vs The State etc. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2024LHC6099.pdf (text retrieved 2026-08-10)
- Torture and Custodial Death (Prevention and Punishment) Act, 2022, p. 6 — https://pakistancode.gov.pk/pdffiles/administrator0d6e158c58fb2a0bb335bcf18d5c2930.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); 2024 LHC 6099 — Zain Tariq Vs The State etc. (Mr. Justice Ta; Torture and Custodial Death (Prevention and Punishment) Act,","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""376""}]",death or rigorous imprisonment between ten and twenty-five years | gang rape punishable with death or imprisonment for life,,
prod-sol,S-REC-022,S-REC,True,What is the punishment for cheating and dishonestly inducing delivery of property?,False,"The provided documents do not state the punishment prescribed under section 420 of the Pakistan Penal Code.

They establish that section 420 applies when cheating involves:
- deception;
- dishonest inducement; and
- delivery of property, or making, altering, or destroying a valuable security.

The dishonest intention must exist when the act or promise is made; later non-performance alone is insufficient. Without delivery of property or dealing with valuable security, the offence may instead fall under section 417 PPC, which is non-cognizable.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), p. 145 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- 2026 LHC 4626 — Ansar Ali and other Vs The State etc. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2026LHC4626.pdf (text retrieved 2026-08-10)
- 2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2026LHC4635.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); 2026 LHC 4626 — Ansar Ali and other Vs The State etc. (Mr. J; 2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Sa","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""420""}]",imprisonment which may extend to seven years | also liable to fine,,
prod-sol,S-REC-023,S-REC,True,What is the punishment for criminal intimidation under the Pakistan Penal Code?,False,"Under section 506 of the Pakistan Penal Code, criminal intimidation is punishable in two categories: the first paragraph covers criminal intimidation generally, while the second covers aggravated threats, including threats to cause death or grievous hurt. The provided documents do not state the specific imprisonment terms or fine prescribed for either category.
Sources:
- 2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2026LHC4635.pdf (text retrieved 2026-08-10)
- Code of Criminal Procedure (CrPC), 1898 (Under Review), pp. 40, 162 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pdf (text retrieved 2026-08-06)
- Pakistan Penal Code (PPC),1860 (Under Review), p. 146 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- 2024 LHC 4453 — Habib ur Rehman Vs The State etc. (Mr. Justice Syed Shahbaz Ali Rizvi) — https://sys.lhc.gov.pk/appjudgments/2024LHC4453.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2026 LHC 4635 — MST MUQADAS VS SHO ETC (Mr. Justice Tariq Sa; Code of Criminal Procedure (CrPC), 1898 (Under Review); Pakistan Penal Code (PPC),1860 (Under Review); 2024 LHC 4453 — Habib ur Rehman Vs The State etc. (Mr. Justi","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""506""}]","imprisonment up to two years, or fine, or both | up to seven years where the threat is of death or grievous hurt",,
prod-sol,S-REC-024,S-REC,True,What is the punishment for giving false evidence in a judicial proceeding?,False,"Under section 193 of the Pakistan Penal Code, 1860, giving false evidence in a judicial proceeding is punishable; however, the provided documents do not state the exact term of imprisonment or fine.
Sources:
- 2022 LHC 1011 — THE STATE VS NOMAN LIAQAT (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2022LHC1011.pdf (text retrieved 2026-08-10)
- 2022 LHC 9398 — THE STATE VS ALLAH DEWAYA ETC. (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2022LHC9398.pdf (text retrieved 2026-08-10)
- 2026 LHC 1873 — TASAWAR HUSSAIN VS STATE (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2026LHC1873.pdf (text retrieved 2026-08-10)
- Pakistan Penal Code (PPC),1860 (Under Review), p. 11 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2022 LHC 1011 — THE STATE VS NOMAN LIAQAT (Mr. Justice Sadiq; 2022 LHC 9398 — THE STATE VS ALLAH DEWAYA ETC. (Mr. Justice ; 2026 LHC 1873 — TASAWAR HUSSAIN VS STATE (Mr. Justice Sadiq ; Pakistan Penal Code (PPC),1860 (Under Review)","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""193""}]",imprisonment which may extend to seven years and fine for false evidence in a judicial proceeding | three years in any other case,,
prod-sol,S-REC-025,S-REC,True,What is the punishment for wrongful confinement?,False,"Under section 342 of the Pakistan Penal Code, wrongful confinement is punishable with imprisonment of either description for up to **one year**, a fine of up to **Rs. 3,000**, or both.

Longer confinement carries higher penalties:
- **Three days or more (section 343):** up to two years’ imprisonment, a fine, or both.
- **Ten days or more (section 344):** up to three years’ imprisonment and a fine.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), pp. 125, 126 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- 2025 LHC 8298 — SAJID HUSSAIN VS STATE ETC (Mr. Justice Sadiq Mahmud Khurram) — https://sys.lhc.gov.pk/appjudgments/2025LHC8298.pdf (text retrieved 2026-08-10)
- Code of Criminal Procedure (CrPC), 1898 (Under Review), p. 242 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pdf (text retrieved 2026-08-06)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); 2025 LHC 8298 — SAJID HUSSAIN VS STATE ETC (Mr. Justice Sadi; Code of Criminal Procedure (CrPC), 1898 (Under Review)","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""342""}]","simple imprisonment up to one year, or fine, or both",,
prod-sol,S-REC-026,S-REC,True,What is the punishment for robbery in Pakistan?,False,"The provided documents do not specify the exact punishment for robbery under the Pakistan Penal Code. They only state that **haraabah not liable to Hudood punishment is punishable under the PPC provisions for dacoity, robbery, or extortion, as applicable**.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), p. 30 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- Offences Against Property (Enforcement of Hudood) Ordinance, 1979, p. 8 — https://pakistancode.gov.pk/pdffiles/administratorbb47d2cde643f77bbcc756ecf7570e7c.pdf (text retrieved 2026-08-07)
- Conciliation Courts Ordinance, 1961 — https://pakistancode.gov.pk/pdffiles/administratorf161addf2835d80f9c3e460daa990828.pdf (text retrieved 2026-08-07)
- West Pakistan Control of Goondas Ordinance, 1959, p. 14 — https://pakistancode.gov.pk/pdffiles/administratord44eff11e5a5e05aff6a4b6d98e65aaf.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); Offences Against Property (Enforcement of Hudood) Ordinance,; Conciliation Courts Ordinance, 1961; West Pakistan Control of Goondas Ordinance, 1959","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""392""}]",rigorous imprisonment between three and ten years and fine | up to fourteen years if committed on a highway between sunset and sunrise,,
prod-sol,S-REC-027,S-REC,True,What is the punishment for dacoity?,False,"Under Section 395 of the Pakistan Penal Code, 1860, dacoity is punishable with **imprisonment for life**, or **rigorous imprisonment for not less than four years and up to ten years**, along with a **fine**.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), pp. 88, 141 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- Conciliation Courts Ordinance, 1961 — https://pakistancode.gov.pk/pdffiles/administratorf161addf2835d80f9c3e460daa990828.pdf (text retrieved 2026-08-07)
- Offences Against Property (Enforcement of Hudood) Ordinance, 1979, p. 8 — https://pakistancode.gov.pk/pdffiles/administratorbb47d2cde643f77bbcc756ecf7570e7c.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); Conciliation Courts Ordinance, 1961; Offences Against Property (Enforcement of Hudood) Ordinance,","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""395""}]","imprisonment for life, or rigorous imprisonment between four and ten years | also liable to fine",,
prod-sol,S-REC-028,S-REC,True,What is the punishment for extortion under the Pakistan Penal Code?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","2025 LHC 8298 — SAJID HUSSAIN VS STATE ETC (Mr. Justice Sadi; Islamabad Capital Territory Charities Registration, regulati; West Pakistan Control of Goondas Ordinance, 1959; Karachi Port Trust Act, 1886","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""384""}]","imprisonment which may extend to three years, or fine, or both",,
prod-sol,S-REC-029,S-REC,True,How is the value of diyat determined under the Pakistan Penal Code?,False,"Under section 323 of the Pakistan Penal Code, the court determines diyat in accordance with the injunctions of Islam in the Holy Quran and Sunnah, while considering the financial position of the convict and the victim’s heirs.

The amount cannot be less than the value of **30,630 grams of silver**. The Federal Government declares the applicable silver value through an Official Gazette notification, ordinarily on **1 July each year**, and that value applies during the relevant financial year.

Where diyat arises from a compromise, the cited case law states that the prevailing rate at the **date of compromise**, rather than the date of the offence, is relevant.
Sources:
- Pakistan Penal Code (PPC),1860 (Under Review), pp. 108, 112, 113 — https://pakistancode.gov.pk/pdffiles/administratord5622ea3f15bfa00b17d2cf7770a8434.pdf (text retrieved 2026-08-06)
- 2023 LHC 5667 — ABDUL SATTAR VS THE STATE ETC. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC5667.pdf (text retrieved 2026-08-10)
- 2024 LHC 4610 — Shahid Ali Makhi Vs State . (Mr. Justice Muhammad Tariq Nadeem) — https://sys.lhc.gov.pk/appjudgments/2024LHC4610.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Pakistan Penal Code (PPC),1860 (Under Review); 2023 LHC 5667 — ABDUL SATTAR VS THE STATE ETC. (Mr. Justice ; 2024 LHC 4610 — Shahid Ali Makhi Vs State . (Mr. Justice Muh","[{""doc_type"": ""statute"", ""title"": ""Pakistan Penal Code 1860"", ""section"": ""323""}]",fixed by the court subject to the injunctions of Islam | not less than the value of thirty thousand six hundred and thirty grams of silver,,
prod-sol,S-REC-030,S-REC,True,When can the police arrest a person without a warrant?,False,"Under section 54 of Pakistan’s Code of Criminal Procedure, 1898—not the Pakistan Penal Code—a police officer may arrest a person without a Magistrate’s order or warrant when:

- The person is involved in a cognizable offence, or there is a reasonable complaint, credible information, or reasonable suspicion of such involvement.
- The person possesses a housebreaking implement without a lawful excuse; the person must prove that excuse.
- The person has been proclaimed an offender under the CrPC or by order of the Provincial Government.
- Suspected stolen property is found in the person’s possession, and the person is reasonably suspected of an offence relating to it.
- The person obstructs a police officer performing official duties, or has escaped or attempted to escape lawful custody.
- The person is reasonably suspected of deserting Pakistan’s armed forces.

An arrested person must be produced before a Magistrate within 24 hours, excluding necessary travel time, and cannot be detained longer without a Magistrate’s authority.
Sources:
- Code of Criminal Procedure (CrPC), 1898 (Under Review), pp. 43, 54 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pdf (text retrieved 2026-08-06)
- Customs Act, 1969 (Same as on the official website of FBR dated 30-06-2025), p. 208 — https://pakistancode.gov.pk/pdffiles/administrator6d344e569c576550c200d66afb7b28f6.pdf (text retrieved 2026-08-07)
- Pakistan Maritime Zones Act, 2023, p. 14 — https://pakista","Code of Criminal Procedure (CrPC), 1898 (Under Review); Customs Act, 1969 (Same as on the official website of FBR da; Pakistan Maritime Zones Act, 2023; 2025 LHC 3102 — Irfan Ali Vs STATION HOUSE OFFICER POLICE ET","[{""doc_type"": ""statute"", ""title"": ""Code of Criminal Procedure 1898"", ""section"": ""54""}]",person concerned in a cognizable offence or against whom reasonable suspicion exists | other grounds include proclaimed offenders and possession of stolen property,,
